id,node_1,node_2
2137,629,285
2138,540,131
2139,77,700
2140,377,22
2141,390,691
2142,174,481
2143,628,823
2144,344,58
2145,702,158
2146,992,52
2147,720,518
2148,145,639
2149,708,116
2150,215,219
2151,620,306
2152,639,444
2153,985,697
2154,287,207
2155,355,582
2156,715,402
2157,754,24
2158,784,826
2159,556,764
2160,57,221
2161,48,518
2162,576,877
2163,951,874
2164,746,715
2165,604,145
2166,794,857
2167,203,410
2168,750,659
2169,615,310
2170,901,588
2171,20,857
2172,1001,163
2173,486,515
2174,266,1
2175,949,780
2176,580,109
2177,986,229
2178,212,293
2179,638,570
2180,454,864
2181,773,723
2182,289,286
2183,192,745
2184,789,569
2185,220,655
2186,576,921
2187,19,655
2188,47,532
2189,726,714
2190,550,507
2191,164,475
2192,26,880
2193,970,510
2194,299,857
2195,198,486
2196,810,812
2197,831,446
2198,673,927
2199,73,979
2200,349,338
2201,98,26
2202,967,899
2203,74,713
2204,423,607
2205,104,4
2206,975,129
2207,47,164
2208,14,691
2209,553,230
2210,377,289
2211,89,411
2212,161,136
2213,45,879
2214,250,716
2215,309,972
2216,923,258
2217,106,566
2218,814,499
2219,768,165
2220,815,62
2221,25,321
2222,708,734
2223,148,289
2224,738,887
2225,199,101
2226,277,160
2227,505,854
2228,243,569
2229,670,636
2230,264,320
2231,450,309
2232,930,172
2233,731,791
2234,797,681
2235,920,478
2236,847,926
2237,17,940
2238,890,80
2239,955,579
2240,953,214
2241,687,555
2242,746,75
2243,383,93
2244,81,38
2245,187,669
2246,563,760
2247,221,838
2248,762,93
2249,243,859
2250,798,281
2251,783,124
2252,375,887
2253,314,287
2254,78,84
2255,135,408
2256,629,844
2257,324,315
2258,836,417
2259,824,300
2260,907,841
2261,708,553
2262,472,319
2263,682,537
2264,837,777
2265,414,355
2266,318,881
2267,39,885
2268,780,267
2269,883,173
2270,829,493
2271,106,123
2272,878,500
2273,650,747
2274,647,239
2275,975,907
2276,656,927
2277,975,765
2278,238,475
2279,558,23
2280,446,527
2281,441,936
2282,59,698
2283,125,466
2284,525,872
2285,612,42
2286,389,202
2287,416,709
2288,739,131
2289,267,229
2290,780,2
2291,83,518
2292,336,853
2293,494,206
2294,641,399
2295,765,354
2296,494,100
2297,518,263
2298,433,283
2299,472,687
2300,49,33
2301,805,376
2302,805,329
2303,598,249
2304,569,123
2305,665,185
2306,593,338
2307,348,748
2308,914,236
2309,7,81
2310,184,387
2311,478,872
2312,703,85
2313,868,310
2314,277,426
2315,243,763
2316,120,81
2317,888,668
2318,791,455
2319,76,783
2320,615,266
2321,224,970
2322,965,603
2323,387,846
2324,46,177
2325,562,333
2326,140,339
2327,775,893
2328,306,403
2329,811,432
2330,579,496
2331,707,392
2332,632,356
2333,646,323
2334,589,122
2335,428,866
2336,456,691
2337,78,763
2338,790,926
2339,170,659
2340,678,496
2341,470,137
2342,299,376
2343,279,63
2344,544,843
2345,786,340
2346,43,560
2347,982,257
2348,692,914
2349,25,842
2350,329,370
2351,684,173
2352,814,445
2353,781,819
2354,944,666
2355,632,325
2356,307,260
2357,744,173
2358,115,307
2359,239,273
2360,485,524
2361,748,433
2362,739,350
2363,498,6
2364,454,51
2365,940,389
2366,424,145
2367,464,22
2368,644,488
2369,691,618
2370,219,14
2371,421,624
2372,363,515
2373,543,96
2374,200,549
2375,762,711
2376,157,524
2377,575,715
2378,735,352
2379,893,978
2380,14,175
2381,789,367
2382,414,443
2383,136,58
2384,842,684
2385,22,897
2386,348,976
2387,224,956
2388,333,600
2389,618,391
2390,780,346
2391,998,311
2392,598,387
2393,10,832
2394,0,395
2395,43,128
2396,841,65
2397,570,994
2398,866,59
2399,21,944
2400,774,81
2401,309,15
2402,248,222
2403,805,31
2404,244,268
2405,620,535
2406,316,237
2407,360,673
2408,305,890
2409,452,883
2410,611,257
2411,410,420
2412,658,113
2413,763,207
2414,440,881
2415,1004,627
2416,735,375
2417,494,126
2418,433,960
2419,613,223
2420,438,540
2421,895,307
2422,456,799
2423,10,211
2424,299,889
2425,188,16
2426,524,26
2427,343,243
2428,265,893
2429,649,528
2430,40,149
2431,805,278
2432,730,713
2433,123,932
2434,415,664
2435,789,939
2436,218,168
2437,578,335
2438,61,719
2439,616,123
2440,376,88
2441,671,815
2442,69,888
2443,200,245
2444,310,158
2445,515,500
2446,839,418
2447,973,400
2448,617,355
2449,71,992
2450,524,794
2451,726,86
2452,675,328
2453,787,43
2454,584,948
2455,415,549
2456,630,474
2457,49,425
2458,144,761
2459,940,916
2460,808,10
2461,366,376
2462,662,777
2463,635,54
2464,503,331
2465,721,724
2466,399,764
2467,870,856
2468,257,987
2469,843,625
2470,982,902
2471,365,168
2472,75,177
2473,471,867
2474,522,324
2475,464,874
2476,442,65
2477,504,89
2478,215,864
2479,707,430
2480,335,124
2481,610,485
2482,429,772
2483,912,298
2484,607,163
2485,154,727
2486,481,703
2487,214,249
2488,397,536
2489,529,552
2490,635,625
2491,66,125
2492,353,783
2493,756,476
2494,925,842
2495,49,402
2496,956,470
2497,814,914
2498,983,121
2499,634,367
2500,282,901
2501,960,610
2502,103,859
2503,565,407
2504,823,342
2505,537,613
2506,658,980
2507,428,264
2508,228,686
2509,311,753
2510,543,232
2511,590,395
2512,174,236
2513,22,468
2514,800,595
2515,689,683
2516,896,672
2517,831,148
2518,298,700
2519,793,645
2520,726,471
2521,488,37
2522,190,741
2523,878,541
2524,528,111
2525,983,388
2526,78,710
2527,385,563
2528,758,329
2529,523,961
2530,933,692
2531,637,149
2532,709,495
2533,879,592
2534,19,166
2535,449,875
2536,874,24
2537,44,233
2538,99,134
2539,603,880
2540,604,301
2541,79,936
2542,965,834
2543,240,321
2544,321,199
2545,731,467
2546,670,140
2547,831,721
2548,678,617
2549,782,335
2550,48,568
2551,189,938
2552,983,1004
2553,229,16
2554,509,284
2555,348,557
2556,969,196
2557,883,397
2558,650,88
2559,349,265
2560,78,700
2561,73,592
2562,348,690
2563,697,615
2564,378,264
2565,439,583
2566,733,412
2567,955,989
2568,739,537
2569,618,828
2570,865,417
2571,743,374
2572,808,875
2573,261,437
2574,719,271
2575,162,334
2576,922,83
2577,985,933
2578,547,163
2579,761,582
2580,796,417
2581,723,434
2582,25,922
2583,673,485
2584,455,416
2585,50,16
2586,814,840
2587,142,560
2588,147,278
2589,426,600
2590,312,240
2591,796,831
2592,941,736
2593,152,447
2594,948,46
2595,122,283
2596,999,904
2597,977,199
2598,881,397
2599,397,520
2600,390,312
2601,962,1001
2602,246,565
2603,404,832
2604,874,507
2605,546,1004
2606,749,222
2607,346,8
2608,897,547
2609,495,592
2610,501,431
2611,816,835
2612,655,385
2613,330,16
2614,257,523
2615,538,434
2616,691,703
2617,780,917
2618,624,341
2619,749,757
2620,76,224
2621,685,290
2622,13,293
2623,297,796
2624,914,922
2625,699,870
2626,834,486
2627,594,910
2628,548,541
2629,411,684
2630,480,411
2631,612,810
2632,413,1
2633,261,136
2634,64,92
2635,873,473
2636,647,834
2637,538,733
2638,833,451
2639,119,245
2640,11,510
2641,496,973
2642,500,7
2643,264,827
2644,121,372
2645,822,440
2646,827,19
2647,720,823
2648,58,990
2649,931,243
2650,852,17
2651,650,1
2652,786,944
2653,886,175
2654,451,823
2655,833,264
2656,904,224
2657,264,500
2658,391,389
2659,647,960
2660,802,902
2661,237,243
2662,760,854
2663,149,277
2664,602,573
2665,591,597
2666,976,76
2667,852,675
2668,388,250
2669,93,910
2670,523,836
2671,59,815
2672,633,901
2673,401,813
2674,58,456
2675,134,862
2676,797,316
2677,436,338
2678,921,606
2679,555,827
2680,226,798
2681,824,712
2682,415,307
2683,776,974
2684,215,220
2685,670,286
2686,421,720
2687,642,616
2688,227,248
2689,956,452
2690,843,938
2691,440,802
2692,295,150
2693,731,0
2694,396,387
2695,844,458
2696,222,228
2697,61,382
2698,909,207
2699,473,663
2700,350,907
2701,775,1
2702,138,921
2703,800,968
2704,841,391
2705,648,587
2706,932,49
2707,206,705
2708,9,421
2709,346,851
2710,341,775
2711,585,183
2712,386,392
2713,201,961
2714,832,520
2715,839,349
2716,47,725
2717,227,18
2718,85,297
2719,605,798
2720,109,577
2721,906,596
2722,61,396
2723,473,715
2724,452,573
2725,687,354
2726,1002,650
2727,400,962
2728,936,584
2729,473,780
2730,93,840
2731,988,285
2732,910,572
2733,994,286
2734,505,498
2735,135,251
2736,79,581
2737,521,766
2738,168,567
2739,207,813
2740,146,68
2741,566,569
2742,865,59
2743,907,824
2744,498,700
2745,318,75
2746,782,490
2747,157,342
2748,629,311
2749,213,293
2750,894,825
2751,846,468
2752,632,368
2753,419,714
2754,347,621
2755,871,178
2756,358,672
2757,18,215
2758,818,298
2759,231,907
2760,460,561
2761,952,551
2762,265,452
2763,664,817
2764,32,24
2765,604,481
2766,728,683
2767,921,3
2768,640,404
2769,47,367
2770,511,257
2771,1004,469
2772,569,498
2773,350,682
2774,959,457
2775,237,234
2776,147,589
2777,173,638
2778,961,199
2779,474,299
2780,360,602
2781,365,466
2782,685,532
2783,714,53
2784,585,664
2785,202,464
2786,242,240
2787,572,1000
2788,469,55
2789,226,731
2790,286,691
2791,256,576
2792,725,261
2793,200,457
2794,916,223
2795,932,107
2796,982,305
2797,658,973
2798,104,632
2799,844,576
2800,484,623
2801,884,587
2802,536,418
2803,985,390
2804,60,376
2805,319,237
2806,95,523
2807,176,544
2808,530,503
2809,907,682
2810,386,320
2811,149,781
2812,249,430
2813,347,149
2814,76,897
2815,289,402
2816,696,222
2817,965,133
2818,343,149
2819,8,951
2820,281,993
2821,918,917
2822,43,487
2823,256,585
2824,692,156
2825,223,734
2826,902,694
2827,167,523
2828,166,121
2829,82,601
2830,818,91
2831,707,566
2832,616,548
2833,234,931
2834,692,680
2835,204,51
2836,496,441
2837,270,544
2838,904,218
2839,306,327
2840,672,830
2841,850,486
2842,567,203
2843,49,372
2844,92,885
2845,281,982
2846,834,686
2847,242,319
2848,556,623
2849,548,490
2850,571,63
2851,534,567
2852,678,780
2853,392,377
2854,493,694
2855,845,281
2856,1,308
2857,574,292
2858,240,239
2859,397,985
2860,292,1000
2861,85,311
2862,983,229
2863,884,408
2864,600,822
2865,484,567
2866,270,694
2867,995,642
2868,833,503
2869,635,633
2870,9,247
2871,547,113
2872,754,805
2873,11,505
2874,667,627
2875,315,916
2876,842,101
2877,534,689
2878,3,826
2879,996,608
2880,558,893
2881,739,998
2882,846,696
2883,909,902
2884,135,169
2885,133,585
2886,10,858
2887,866,604
2888,443,47
2889,255,490
2890,702,965
2891,668,191
2892,664,714
2893,60,387
2894,856,558
2895,582,476
2896,394,397
2897,527,114
2898,502,488
2899,86,83
2900,544,562
2901,771,173
2902,874,176
2903,276,270
2904,992,574
2905,445,497
2906,727,744
2907,168,801
2908,840,291
2909,789,534
2910,493,199
2911,730,641
2912,90,478
2913,305,4
2914,259,20
2915,249,293
2916,623,515
2917,873,968
2918,863,718
2919,589,730
2920,347,122
2921,822,727
2922,528,6
2923,582,873
2924,964,28
2925,576,14
2926,585,526
2927,184,508
2928,951,421
2929,697,315
2930,165,336
2931,706,688
2932,687,662
2933,344,130
2934,403,836
2935,909,183
2936,645,226
2937,370,442
2938,267,525
2939,256,664
2940,922,510
2941,53,909
2942,18,73
2943,191,346
2944,487,827
2945,642,435
2946,543,562
2947,688,959
2948,264,247
2949,56,880
2950,632,386
2951,731,650
2952,566,451
2953,320,395
2954,384,653
2955,249,951
2956,823,498
2957,771,892
2958,805,608
2959,576,544
2960,647,745
2961,318,114
2962,882,571
2963,916,215
2964,486,829
2965,7,504
2966,316,852
2967,926,639
2968,761,382
2969,499,830
2970,343,214
2971,370,114
2972,574,425
2973,333,725
2974,840,626
2975,103,384
2976,347,257
2977,160,49
2978,478,143
2979,913,827
2980,336,900
2981,308,852
2982,840,464
2983,456,803
2984,386,398
2985,849,586
2986,715,663
2987,168,910
2988,817,133
2989,426,202
2990,534,413
2991,384,761
2992,838,617
2993,556,256
2994,221,645
2995,381,985
2996,855,747
2997,983,442
2998,798,905
2999,764,248
3000,203,835
3001,446,273
3002,149,575
3003,54,455
3004,916,798
3005,198,961
3006,385,382
3007,694,714
3008,789,817
3009,572,458
3010,673,946
3011,714,167
3012,164,794
3013,229,76
3014,452,658
3015,655,802
3016,569,996
3017,27,25
3018,260,923
3019,468,218
3020,228,308
3021,523,620
3022,594,121
3023,221,215
3024,102,896
3025,308,224
3026,257,712
3027,751,205
3028,177,313
3029,611,843
3030,973,44
3031,600,840
3032,297,603
3033,884,305
3034,571,520
3035,459,120
3036,455,604
3037,312,226
3038,311,1002
3039,556,198
3040,927,637
3041,907,149
3042,982,882
3043,707,529
3044,129,940
3045,747,779
3046,780,999
3047,839,352
3048,101,185
3049,588,545
3050,988,1004
3051,696,650
3052,332,805
3053,643,364
3054,791,655
3055,184,627
3056,3,832
3057,768,580
3058,86,160
3059,435,619
3060,58,899
3061,899,4
3062,873,780
3063,89,369
3064,111,475
3065,91,418
3066,42,561
3067,910,694
3068,655,256
3069,517,675
3070,246,856
3071,500,503
3072,426,65
3073,4,993
3074,65,749
3075,611,14
3076,53,705
3077,749,611
3078,556,203
3079,829,574
3080,732,623
3081,243,158
3082,801,791
3083,605,17
3084,324,265
3085,487,739
3086,1000,440
3087,349,257
3088,992,534
3089,905,696
3090,187,480
3091,444,981
3092,458,280
3093,206,706
3094,549,663
3095,752,372
3096,291,843
3097,574,843
3098,346,278
3099,363,615
3100,699,466
3101,221,314
3102,332,555
3103,398,60
3104,754,530
3105,202,936
3106,2,58
3107,543,909
3108,940,874
3109,853,384
3110,664,202
3111,916,314
3112,625,194
3113,358,293
3114,574,732
3115,725,229
3116,232,256
3117,697,872
3118,907,289
3119,402,871
3120,351,343
3121,589,673
3122,655,689
3123,611,440
3124,672,487
3125,206,270
3126,159,241
3127,440,523
3128,467,800
3129,451,666
3130,667,467
3131,426,207
3132,345,289
3133,802,817
3134,280,584
3135,289,352
3136,219,227
3137,167,515
3138,851,278
3139,731,313
3140,813,419
3141,625,826
3142,103,386
3143,229,897
3144,439,900
3145,713,778
3146,524,21
3147,550,188
3148,121,160
3149,314,308
3150,909,562
3151,956,649
3152,542,168
3153,307,797
3154,666,649
3155,381,947
3156,685,622
3157,515,822
3158,866,738
3159,535,259
3160,425,822
3161,199,544
3162,606,865
3163,292,207
3164,922,421
3165,91,968
3166,662,770
3167,246,421
3168,833,9
3169,197,689
3170,951,739
3171,629,223
3172,137,625
3173,822,280
3174,565,510
3175,591,230
3176,396,384
3177,678,69
3178,193,286
3179,563,523
3180,383,379
3181,608,922
3182,332,359
3183,441,805
3184,791,232
3185,658,823
3186,246,324
3187,52,150
3188,532,281
3189,74,797
3190,176,275
3191,68,799
3192,332,360
3193,702,486
3194,12,957
3195,768,842
3196,136,339
3197,874,836
3198,579,45
3199,37,785
3200,910,450
3201,775,0
3202,249,44
3203,275,413
3204,947,719
3205,209,931
3206,437,883
3207,74,629
3208,850,542
3209,602,555
3210,874,526
3211,708,842
3212,801,611
3213,450,543
3214,290,959
3215,224,309
3216,85,224
3217,199,626
3218,53,749
3219,760,592
3220,714,600
3221,813,65
3222,221,852
3223,399,202
3224,799,747
3225,171,897
3226,999,747
3227,929,46
3228,682,180
3229,450,965
3230,635,408
3231,11,8
3232,823,973
3233,84,50
3234,573,912
3235,502,504
3236,794,274
3237,782,948
3238,79,539
3239,832,56
3240,695,230
3241,727,276
3242,689,749
3243,392,741
3244,623,65
3245,947,379
3246,987,552
3247,626,694
3248,523,197
3249,45,657
3250,54,55
3251,658,805
3252,113,318
3253,95,790
3254,373,366
3255,899,832
3256,304,630
3257,275,702
3258,829,399
3259,610,995
3260,377,385
3261,572,256
3262,334,819
3263,386,377
3264,408,685
3265,397,389
3266,645,85
3267,718,58
3268,789,522
3269,95,129
3270,839,278
3271,381,386
3272,498,466
3273,46,447
3274,170,251
3275,568,874
3276,279,519
3277,940,200
3278,466,503
3279,322,274
3280,568,843
3281,676,139
3282,648,195
3283,668,156
3284,2,520
3285,813,744
3286,496,44
3287,394,250
3288,973,505
3289,194,928
3290,237,241
3291,664,133
3292,468,315
3293,480,818
3294,586,3
3295,945,881
3296,172,567
3297,516,297
3298,822,936
3299,366,166
3300,973,570
3301,26,32
3302,53,14
3303,81,187
3304,769,559
3305,998,729
3306,213,558
3307,805,510
3308,430,506
3309,571,815
3310,600,813
3311,791,938
3312,223,313
3313,392,61
3314,835,522
3315,963,159
3316,324,505
3317,627,582
3318,551,663
3319,368,741
3320,249,973
3321,998,498
3322,2,4
3323,840,961
3324,458,198
3325,603,414
3326,950,49
3327,953,28
3328,783,748
3329,147,906
3330,414,313
3331,757,171
3332,358,451
3333,167,576
3334,330,169
3335,370,263
3336,426,790
3337,402,257
3338,563,197
3339,666,529
3340,34,32
3341,178,656
3342,314,479
3343,987,866
3344,568,936
3345,643,162
3346,755,994
3347,572,817
3348,702,694
3349,466,754
3350,951,19
3351,133,544
3352,379,296
3353,674,525
3354,193,520
3355,210,235
3356,705,515
3357,784,807
3358,136,135
3359,697,316
3360,938,484
3361,434,42
3362,401,567
3363,4,193
3364,48,895
3365,530,951
3366,850,655
3367,1002,297
3368,952,873
3369,951,570
3370,443,976
3371,680,682
3372,221,605
3373,774,901
3374,827,358
3375,53,829
3376,927,599
3377,278,575
3378,995,837
3379,266,505
3380,81,467
3381,725,527
3382,910,464
3383,487,503
3384,732,959
3385,332,672
3386,665,886
3387,321,60
3388,160,372
3389,721,36
3390,899,635
3391,841,397
3392,909,568
3393,431,612
3394,18,916
3395,358,332
3396,493,563
3397,291,197
3398,215,731
3399,19,856
3400,441,739
3401,440,275
3402,421,19
3403,444,753
3404,850,522
3405,256,526
3406,91,958
3407,719,391
3408,7,700
3409,534,705
3410,183,292
3411,926,240
3412,112,989
3413,220,697
3414,93,290
3415,2,194
3416,486,568
3417,565,496
3418,720,573
3419,957,498
3420,686,745
3421,477,110
3422,461,735
3423,75,47
3424,241,926
3425,443,847
3426,823,267
3427,631,639
3428,428,660
3429,780,710
3430,53,401
3431,510,358
3432,515,702
3433,67,968
3434,276,844
3435,264,573
3436,678,81
3437,508,81
3438,391,383
3439,259,777
3440,425,543
3441,813,276
3442,844,623
3443,959,425
3444,111,66
3445,157,814
3446,175,991
3447,267,498
3448,987,126
3449,744,702
3450,309,341
3451,34,997
3452,947,384
3453,318,981
3454,856,666
3455,775,220
3456,122,907
3457,556,940
3458,968,473
3459,298,595
3460,590,545
3461,214,680
3462,805,922
3463,761,388
3464,275,844
3465,376,368
3466,739,362
3467,210,159
3468,315,314
3469,500,266
3470,277,907
3471,858,524
3472,188,952
3473,762,606
3474,95,399
3475,684,105
3476,484,790
3477,266,441
3478,358,856
3479,921,884
3480,201,401
3481,977,930
3482,203,843
3483,556,789
3484,78,445
3485,657,15
3486,289,712
3487,440,688
3488,931,319
3489,200,291
3490,855,690
3491,419,909
3492,66,329
3493,200,585
3494,8,830
3495,935,353
3496,524,400
3497,724,339
3498,175,174
3499,250,104
3500,401,200
3501,720,558
3502,711,606
3503,584,53
3504,603,516
3505,522,207
3506,798,314
3507,902,93
3508,452,8
3509,382,381
3510,249,658
3511,53,961
3512,262,839
3513,986,987
3514,345,231
3515,401,493
3516,399,1000
3517,115,339
3518,744,562
3519,672,566
3520,753,229
3521,223,218
3522,91,190
3523,741,396
3524,215,479
3525,221,220
3526,374,452
3527,381,320
3528,678,187
3529,635,57
3530,76,527
3531,504,951
3532,844,744
3533,813,168
3534,939,435
3535,700,912
3536,790,534
3537,449,120
3538,732,440
3539,172,835
3540,58,412
3541,275,902
3542,790,168
3543,382,632
3544,903,680
3545,893,360
3546,911,190
3547,751,204
3548,987,683
3549,218,675
3550,200,959
3551,670,884
3552,905,697
3553,172,959
3554,248,85
3555,332,504
3556,602,267
3557,791,458
3558,499,602
3559,843,902
3560,753,333
3561,741,250
3562,922,266
3563,440,458
3564,880,803
3565,199,688
3566,647,616
3567,413,65
3568,768,709
3569,387,985
3570,822,562
3571,913,951
3572,500,956
3573,304,96
3574,840,419
3575,558,360
3576,343,682
3577,542,14
3578,273,429
3579,256,910
3580,408,845
3581,368,772
3582,46,15
3583,837,619
3584,265,525
3585,276,689
3586,339,338
3587,696,904
3588,358,661
3589,584,850
3590,464,183
3591,278,348
3592,425,199
3593,467,540
3594,220,629
3595,138,762
3596,626,183
3597,92,325
3598,306,885
3599,421,570
3600,280,14
3601,170,436
3602,917,128
3603,990,195
3604,1002,317
3605,312,120
3606,694,53
3607,190,667
3608,844,689
3609,11,805
3610,3,718
3611,822,813
3612,652,112
3613,247,246
3614,63,882
3615,707,7
3616,421,141
3617,943,396
3618,985,368
3619,815,826
3620,573,19
3621,942,948
3622,829,198
3623,385,387
3624,510,912
3625,240,599
3626,25,997
3627,585,203
3628,272,322
3629,620,702
3630,713,667
3631,59,921
3632,576,801
3633,791,940
3634,744,689
3635,720,529
3636,952,958
3637,714,749
3638,707,324
3639,523,840
3640,33,964
3641,252,924
3642,722,35
3643,17,310
3644,233,238
3645,286,982
3646,663,188
3647,1000,789
3648,103,150
3649,558,358
3650,258,475
3651,601,932
3652,65,576
3653,754,504
3654,702,574
3655,990,305
3656,75,443
3657,419,440
3658,929,819
3659,245,847
3660,813,291
3661,273,592
3662,84,432
3663,239,210
3664,943,841
3665,168,290
3666,403,534
3667,967,804
3668,138,4
3669,203,172
3670,564,931
3671,281,195
3672,620,940
3673,232,413
3674,495,669
3675,284,346
3676,733,723
3677,981,897
3678,426,835
3679,705,938
3680,762,305
3681,909,201
3682,67,508
3683,901,990
3684,847,704
3685,165,437
3686,681,857
3687,661,956
3688,488,608
3689,313,603
3690,965,817
3691,905,227
3692,696,341
3693,611,65
3694,544,938
3695,833,658
3696,940,419
3697,294,844
3698,998,823
3699,59,520
3700,274,272
3701,582,778
3702,850,543
3703,544,817
3704,14,705
3705,319,927
3706,801,202
3707,68,958
3708,948,939
3709,639,931
3710,221,696
3711,523,572
3712,840,200
3713,399,611
3714,761,869
3715,311,228
3716,318,263
3717,558,530
3718,478,258
3719,901,622
3720,407,856
3721,603,798
3722,466,805
3723,262,682
3724,425,523
3725,742,541
3726,749,290
3727,813,959
3728,53,201
3729,25,35
3730,375,143
3731,121,49
3732,755,982
3733,999,968
3734,953,38
3735,138,606
3736,959,790
3737,203,198
3738,871,857
3739,622,571
3740,183,232
3741,141,957
3742,292,203
3743,522,202
3744,67,550
3745,359,666
3746,450,562
3747,199,484
3748,902,572
3749,993,571
3750,571,625
3751,291,294
3752,399,572
3753,532,803
3754,649,913
3755,542,791
3756,994,59
3757,120,313
3758,968,715
3759,451,827
3760,200,829
3761,396,388
3762,179,344
3763,869,632
3764,391,378
3765,990,994
3766,572,664
3767,49,752
3768,213,266
3769,901,832
3770,493,294
3771,602,729
3772,871,352
3773,636,586
3774,707,441
3775,550,877
3776,700,430
3777,992,403
3778,281,884
3779,23,25
3780,215,225
3781,647,491
3782,547,171
3783,307,248
3784,827,502
3785,388,321
3786,29,33
3787,826,762
3788,313,517
3789,256,850
3790,529,699
3791,859,888
3792,475,356
3793,7,452
3794,232,655
3795,17,316
3796,578,577
3797,180,907
3798,734,85
3799,187,509
3800,882,884
3801,293,555
3802,852,846
3803,928,921
3804,738,54
3805,317,224
3806,65,706
3807,765,421
3808,337,165
3809,365,720
3810,457,207
3811,53,664
3812,468,226
3813,998,362
3814,823,805
3815,357,475
3816,377,390
3817,972,540
3818,878,32
3819,93,207
3820,144,186
3821,47,261
3822,48,925
3823,664,655
3824,802,399
3825,749,909
3826,530,441
3827,284,851
3828,921,137
3829,942,686
3830,62,107
3831,509,779
3832,150,394
3833,515,727
3834,141,501
3835,555,830
3836,407,608
3837,782,127
3838,311,18
3839,651,420
3840,887,881
3841,928,622
3842,351,402
3843,858,22
3844,206,556
3845,68,779
3846,990,59
3847,101,662
3848,348,231
3849,734,731
3850,994,832
3851,408,982
3852,358,967
3853,822,276
3854,9,739
3855,835,938
3856,576,197
3857,672,430
3858,317,479
3859,146,67
3860,597,786
3861,228,459
3862,959,256
3863,373,107
3864,464,938
3865,222,307
3866,845,520
3867,805,912
3868,398,150
3869,629,797
3870,647,613
3871,981,725
3872,324,407
3873,646,552
3874,192,56
3875,982,711
3876,555,649
3877,423,527
3878,356,375
3879,413,626
3880,588,38
3881,910,844
3882,250,868
3883,403,744
3884,985,376
3885,730,541
3886,542,464
3887,564,233
3888,664,584
3889,910,543
3890,211,552
3891,472,686
3892,116,123
3893,466,566
3894,406,332
3895,317,697
3896,667,480
3897,284,656
3898,858,538
3899,582,911
3900,565,503
3901,951,264
3902,501,608
3903,138,755
3904,161,998
3905,151,370
3906,706,620
3907,487,264
3908,731,17
3909,324,451
3910,981,245
3911,73,797
3912,56,635
3913,202,203
3914,961,167
3915,274,273
3916,971,665
3917,95,458
3918,375,110
3919,804,720
3920,167,574
3921,359,7
3922,540,418
3923,444,897
3924,925,263
3925,293,487
3926,867,988
3927,181,841
3928,206,544
3929,675,605
3930,449,675
3931,586,622
3932,201,567
3933,485,897
3934,156,347
3935,292,172
3936,180,851
3937,367,981
3938,775,74
3939,487,266
3940,901,137
3941,440,93
3942,670,718
3943,675,459
3944,313,415
3945,333,367
3946,605,731
3947,32,30
3948,265,421
3949,267,674
3950,930,242
3951,348,668
3952,457,623
3953,512,589
3954,802,294
3955,397,391
3956,435,491
3957,722,25
3958,168,294
3959,590,34
3960,634,286
3961,446,428
3962,201,515
3963,861,970
3964,387,181
3965,60,397
3966,550,508
3967,923,92
3968,330,883
3969,505,805
3970,129,14
3971,540,713
3972,668,257
3973,293,956
3974,916,307
3975,929,854
3976,856,661
3977,413,562
3978,18,645
3979,945,723
3980,294,992
3981,882,57
3982,368,868
3983,515,129
3984,928,4
3985,166,594
3986,332,602
3987,997,36
3988,850,199
3989,916,872
3990,605,73
3991,664,544
3992,476,418
3993,822,584
3994,826,982
3995,529,362
3996,556,585
3997,722,30
3998,267,830
3999,7,823
4000,927,639
4001,841,396
4002,294,197
4003,959,65
4004,360,570
4005,854,322
4006,815,711
4007,133,290
4008,149,231
4009,289,681
4010,746,627
4011,191,231
4012,219,1
4013,1002,852
4014,628,52
4015,9,510
4016,841,103
4017,1001,634
4018,265,358
4019,196,751
4020,430,7
4021,248,228
4022,276,292
4023,156,257
4024,582,467
4025,387,391
4026,246,996
4027,280,542
4028,93,65
4029,272,796
4030,12,360
4031,138,286
4032,293,893
4033,951,360
4034,730,596
4035,967,498
4036,37,915
4037,447,216
4038,626,790
4039,467,778
4040,718,532
4041,296,772
4042,574,65
4043,181,628
4044,415,517
4045,760,819
4046,697,645
4047,606,899
4048,743,85
4049,501,421
4050,383,395
4051,706,168
4052,582,540
4053,18,734
4054,629,743
4055,984,422
4056,556,413
4057,806,740
4058,487,265
4059,178,214
4060,145,518
4061,471,831
4062,584,199
4063,953,35
4064,713,418
4065,199,413
4066,359,967
4067,702,276
4068,898,683
4069,691,865
4070,146,536
4071,72,975
4072,673,519
4073,743,177
4074,447,592
4075,681,851
4076,14,232
4077,732,705
4078,609,900
4079,526,65
4080,414,215
4081,700,573
4082,169,883
4083,17,1
4084,438,609
4085,516,17
4086,663,509
4087,562,961
4088,290,626
4089,58,192
4090,370,119
4091,762,648
4092,787,607
4093,453,127
4094,609,330
4095,621,148
4096,356,66
4097,446,139
4098,625,59
4099,772,378
4100,715,710
4101,255,942
4102,919,725
4103,375,475
4104,509,299
4105,360,266
4106,842,98
4107,921,994
4108,858,400
4109,413,202
4110,838,929
4111,832,281
4112,703,72
4113,611,526
4114,972,299
4115,722,915
4116,206,584
4117,267,649
4118,950,86
4119,894,538
4120,646,987
4121,967,505
4122,344,277
4123,841,385
4124,744,201
4125,84,71
4126,875,507
4127,157,351
4128,485,757
4129,41,776
4130,632,296
4131,565,487
4132,398,61
